date,city,blood_group,units_demanded,day_of_week,month,is_weekend,is_festival
2024-02-09,Delhi,B-,0,4,2,0,0
2024-02-09,Delhi,AB+,2,4,2,0,0
2024-02-09,Delhi,AB-,0,4,2,0,0
2024-02-09,Mumbai,O+,21,4,2,0,0
2024-02-09,Mumbai,O-,4,4,2,0,0
2024-02-09,Mumbai,A+,12,4,2,0,0
2024-02-09,Mumbai,A-,2,4,2,0,0
2024-02-09,Mumbai,B+,15,4,2,0,0
2024-02-09,Mumbai,B-,1,4,2,0,0
2024-02-09,Mumbai,AB+,7,4,2,0,0
2024-02-09,Mumbai,AB-,0,4,2,0,0
2024-02-09,Bangalore,O+,15,4,2,0,0
2024-02-09,Bangalore,O-,4,4,2,0,0
2024-02-09,Bangalore,A+,10,4,2,0,0
2024-02-09,Bangalore,A-,1,4,2,0,0
2024-02-09,Bangalore,B+,12,4,2,0,0
2024-02-09,Bangalore,B-,1,4,2,0,0
2024-02-09,Bangalore,AB+,4,4,2,0,0
2024-02-09,Bangalore,AB-,0,4,2,0,0
2024-02-09,Chennai,O+,19,4,2,0,0
2024-02-09,Chennai,O-,1,4,2,0,0
2024-02-09,Chennai,A+,12,4,2,0,0
2024-02-09,Chennai,A-,1,4,2,0,0
2024-02-09,Chennai,B+,9,4,2,0,0
2024-02-09,Chennai,B-,0,4,2,0,0
2024-02-09,Chennai,AB+,2,4,2,0,0
2024-02-09,Chennai,AB-,1,4,2,0,0
2024-02-09,Kolkata,O+,14,4,2,0,0
2024-02-09,Kolkata,O-,3,4,2,0,0
2024-02-09,Kolkata,A+,9,4,2,0,0
2024-02-09,Kolkata,A-,1,4,2,0,0
2024-02-09,Kolkata,B+,14,4,2,0,0
2024-02-09,Kolkata,B-,1,4,2,0,0
2024-02-09,Kolkata,AB+,5,4,2,0,0
2024-02-09,Kolkata,AB-,1,4,2,0,0
2024-02-10,Delhi,O+,13,5,2,1,0
2024-02-10,Delhi,O-,1,5,2,1,0
2024-02-10,Delhi,A+,11,5,2,1,0
2024-02-10,Delhi,A-,3,5,2,1,0
2024-02-10,Delhi,B+,7,5,2,1,0
2024-02-10,Delhi,B-,1,5,2,1,0
2024-02-10,Delhi,AB+,2,5,2,1,0
2024-02-10,Delhi,AB-,0,5,2,1,0
2024-02-10,Mumbai,O+,16,5,2,1,0
2024-02-10,Mumbai,O-,2,5,2,1,0
2024-02-10,Mumbai,A+,7,5,2,1,0
2024-02-10,Mumbai,A-,2,5,2,1,0
2024-02-10,Mumbai,B+,20,5,2,1,0
2024-02-10,Mumbai,B-,2,5,2,1,0
2024-02-10,Mumbai,AB+,6,5,2,1,0
2024-02-10,Mumbai,AB-,1,5,2,1,0
2024-02-10,Bangalore,O+,15,5,2,1,0
2024-02-10,Bangalore,O-,1,5,2,1,0
2024-02-10,Bangalore,A+,3,5,2,1,0
2024-02-10,Bangalore,A-,0,5,2,1,0
2024-02-10,Bangalore,B+,6,5,2,1,0
2024-02-10,Bangalore,B-,1,5,2,1,0
2024-02-10,Bangalore,AB+,3,5,2,1,0
2024-02-10,Bangalore,AB-,0,5,2,1,0
2024-02-10,Chennai,O+,10,5,2,1,0
2024-02-10,Chennai,O-,2,5,2,1,0
2024-02-10,Chennai,A+,2,5,2,1,0
2024-02-10,Chennai,A-,2,5,2,1,0
2024-02-10,Chennai,B+,4,5,2,1,0
2024-02-10,Chennai,B-,1,5,2,1,0
2024-02-10,Chennai,AB+,0,5,2,1,0
2024-02-10,Chennai,AB-,0,5,2,1,0
2024-02-10,Kolkata,O+,8,5,2,1,0
2024-02-10,Kolkata,O-,0,5,2,1,0
2024-02-10,Kolkata,A+,5,5,2,1,0
2024-02-10,Kolkata,A-,1,5,2,1,0
2024-02-10,Kolkata,B+,3,5,2,1,0
2024-02-10,Kolkata,B-,0,5,2,1,0
2024-02-10,Kolkata,AB+,3,5,2,1,0
2024-02-10,Kolkata,AB-,0,5,2,1,0
2024-02-11,Delhi,O+,11,6,2,1,0
2024-02-11,Delhi,O-,1,6,2,1,0
2024-02-11,Delhi,A+,9,6,2,1,0
2024-02-11,Delhi,A-,0,6,2,1,0
2024-02-11,Delhi,B+,6,6,2,1,0
2024-02-11,Delhi,B-,0,6,2,1,0
2024-02-11,Delhi,AB+,1,6,2,1,0
2024-02-11,Delhi,AB-,0,6,2,1,0
2024-02-11,Mumbai,O+,23,6,2,1,0
2024-02-11,Mumbai,O-,3,6,2,1,0
2024-02-11,Mumbai,A+,10,6,2,1,0
2024-02-11,Mumbai,A-,0,6,2,1,0
2024-02-11,Mumbai,B+,9,6,2,1,0
2024-02-11,Mumbai,B-,1,6,2,1,0
2024-02-11,Mumbai,AB+,4,6,2,1,0
2024-02-11,Mumbai,AB-,0,6,2,1,0
2024-02-11,Bangalore,O+,10,6,2,1,0
2024-02-11,Bangalore,O-,1,6,2,1,0
2024-02-11,Bangalore,A+,4,6,2,1,0
2024-02-11,Bangalore,A-,0,6,2,1,0
2024-02-11,Bangalore,B+,7,6,2,1,0
2024-02-11,Bangalore,B-,1,6,2,1,0
2024-02-11,Bangalore,AB+,3,6,2,1,0
2024-02-11,Bangalore,AB-,0,6,2,1,0
2024-02-11,Chennai,O+,12,6,2,1,0
2024-02-11,Chennai,O-,1,6,2,1,0
2024-02-11,Chennai,A+,8,6,2,1,0
2024-02-11,Chennai,A-,1,6,2,1,0
2024-02-11,Chennai,B+,7,6,2,1,0
2024-02-11,Chennai,B-,1,6,2,1,0
2024-02-11,Chennai,AB+,3,6,2,1,0
2024-02-11,Chennai,AB-,0,6,2,1,0
2024-02-11,Kolkata,O+,5,6,2,1,0
2024-02-11,Kolkata,O-,2,6,2,1,0
2024-02-11,Kolkata,A+,2,6,2,1,0
2024-02-11,Kolkata,A-,1,6,2,1,0
2024-02-11,Kolkata,B+,12,6,2,1,0
2024-02-11,Kolkata,B-,0,6,2,1,0
2024-02-11,Kolkata,AB+,1,6,2,1,0
2024-02-11,Kolkata,AB-,0,6,2,1,0
2024-02-12,Delhi,O+,27,0,2,0,0
2024-02-12,Delhi,O-,5,0,2,0,0
2024-02-12,Delhi,A+,9,0,2,0,0
2024-02-12,Delhi,A-,4,0,2,0,0
2024-02-12,Delhi,B+,15,0,2,0,0
2024-02-12,Delhi,B-,0,0,2,0,0
2024-02-12,Delhi,AB+,0,0,2,0,0
2024-02-12,Delhi,AB-,1,0,2,0,0
2024-02-12,Mumbai,O+,25,0,2,0,0
2024-02-12,Mumbai,O-,3,0,2,0,0
2024-02-12,Mumbai,A+,14,0,2,0,0
2024-02-12,Mumbai,A-,3,0,2,0,0
2024-02-12,Mumbai,B+,16,0,2,0,0
2024-02-12,Mumbai,B-,2,0,2,0,0
2024-02-12,Mumbai,AB+,5,0,2,0,0
2024-02-12,Mumbai,AB-,1,0,2,0,0
2024-02-12,Bangalore,O+,20,0,2,0,0
2024-02-12,Bangalore,O-,2,0,2,0,0
2024-02-12,Bangalore,A+,8,0,2,0,0
2024-02-12,Bangalore,A-,1,0,2,0,0
2024-02-12,Bangalore,B+,12,0,2,0,0
2024-02-12,Bangalore,B-,0,0,2,0,0
2024-02-12,Bangalore,AB+,6,0,2,0,0
2024-02-12,Bangalore,AB-,0,0,2,0,0
2024-02-12,Chennai,O+,18,0,2,0,0
2024-02-12,Chennai,O-,5,0,2,0,0
2024-02-12,Chennai,A+,16,0,2,0,0
2024-02-12,Chennai,A-,1,0,2,0,0
2024-02-12,Chennai,B+,15,0,2,0,0
2024-02-12,Chennai,B-,0,0,2,0,0
2024-02-12,Chennai,AB+,2,0,2,0,0
2024-02-12,Chennai,AB-,0,0,2,0,0
2024-02-12,Kolkata,O+,23,0,2,0,0
2024-02-12,Kolkata,O-,3,0,2,0,0
2024-02-12,Kolkata,A+,10,0,2,0,0
2024-02-12,Kolkata,A-,2,0,2,0,0
2024-02-12,Kolkata,B+,11,0,2,0,0
2024-02-12,Kolkata,B-,2,0,2,0,0
2024-02-12,Kolkata,AB+,2,0,2,0,0
2024-02-12,Kolkata,AB-,0,0,2,0,0
2024-02-13,Delhi,O+,19,1,2,0,0
2024-02-13,Delhi,O-,0,1,2,0,0
2024-02-13,Delhi,A+,9,1,2,0,0
2024-02-13,Delhi,A-,1,1,2,0,0
2024-02-13,Delhi,B+,18,1,2,0,0
2024-02-13,Delhi,B-,2,1,2,0,0
2024-02-13,Delhi,AB+,3,1,2,0,0
2024-02-13,Delhi,AB-,0,1,2,0,0
2024-02-13,Mumbai,O+,14,1,2,0,0
2024-02-13,Mumbai,O-,3,1,2,0,0
2024-02-13,Mumbai,A+,11,1,2,0,0
2024-02-13,Mumbai,A-,4,1,2,0,0
2024-02-13,Mumbai,B+,14,1,2,0,0
2024-02-13,Mumbai,B-,2,1,2,0,0
2024-02-13,Mumbai,AB+,2,1,2,0,0
2024-02-13,Mumbai,AB-,0,1,2,0,0
2024-02-13,Bangalore,O+,14,1,2,0,0
2024-02-13,Bangalore,O-,1,1,2,0,0
2024-02-13,Bangalore,A+,16,1,2,0,0
2024-02-13,Bangalore,A-,3,1,2,0,0
2024-02-13,Bangalore,B+,15,1,2,0,0
2024-02-13,Bangalore,B-,1,1,2,0,0
2024-02-13,Bangalore,AB+,1,1,2,0,0
2024-02-13,Bangalore,AB-,0,1,2,0,0
2024-02-13,Chennai,O+,16,1,2,0,0
2024-02-13,Chennai,O-,3,1,2,0,0
2024-02-13,Chennai,A+,8,1,2,0,0
2024-02-13,Chennai,A-,2,1,2,0,0
2024-02-13,Chennai,B+,15,1,2,0,0
2024-02-13,Chennai,B-,2,1,2,0,0
2024-02-13,Chennai,AB+,3,1,2,0,0
2024-02-13,Chennai,AB-,1,1,2,0,0
2024-02-13,Kolkata,O+,14,1,2,0,0
2024-02-13,Kolkata,O-,0,1,2,0,0
2024-02-13,Kolkata,A+,13,1,2,0,0
2024-02-13,Kolkata,A-,1,1,2,0,0
2024-02-13,Kolkata,B+,13,1,2,0,0
2024-02-13,Kolkata,B-,1,1,2,0,0
2024-02-13,Kolkata,AB+,3,1,2,0,0
2024-02-13,Kolkata,AB-,0,1,2,0,0
2024-02-14,Delhi,O+,22,2,2,0,0
2024-02-14,Delhi,O-,3,2,2,0,0
2024-02-14,Delhi,A+,13,2,2,0,0
2024-02-14,Delhi,A-,1,2,2,0,0
2024-02-14,Delhi,B+,13,2,2,0,0
2024-02-14,Delhi,B-,3,2,2,0,0
2024-02-14,Delhi,AB+,7,2,2,0,0
2024-02-14,Delhi,AB-,0,2,2,0,0
2024-02-14,Mumbai,O+,24,2,2,0,0
2024-02-14,Mumbai,O-,7,2,2,0,0
2024-02-14,Mumbai,A+,7,2,2,0,0
2024-02-14,Mumbai,A-,1,2,2,0,0
2024-02-14,Mumbai,B+,20,2,2,0,0
2024-02-14,Mumbai,B-,0,2,2,0,0
2024-02-14,Mumbai,AB+,3,2,2,0,0
2024-02-14,Mumbai,AB-,0,2,2,0,0
2024-02-14,Bangalore,O+,12,2,2,0,0
2024-02-14,Bangalore,O-,2,2,2,0,0
2024-02-14,Bangalore,A+,8,2,2,0,0
2024-02-14,Bangalore,A-,1,2,2,0,0
2024-02-14,Bangalore,B+,14,2,2,0,0
2024-02-14,Bangalore,B-,0,2,2,0,0
2024-02-14,Bangalore,AB+,2,2,2,0,0
2024-02-14,Bangalore,AB-,0,2,2,0,0
2024-02-14,Chennai,O+,16,2,2,0,0
2024-02-14,Chennai,O-,1,2,2,0,0
2024-02-14,Chennai,A+,6,2,2,0,0
2024-02-14,Chennai,A-,0,2,2,0,0
2024-02-14,Chennai,B+,18,2,2,0,0
2024-02-14,Chennai,B-,4,2,2,0,0
2024-02-14,Chennai,AB+,3,2,2,0,0
2024-02-14,Chennai,AB-,2,2,2,0,0
2024-02-14,Kolkata,O+,15,2,2,0,0
2024-02-14,Kolkata,O-,0,2,2,0,0
2024-02-14,Kolkata,A+,4,2,2,0,0
2024-02-14,Kolkata,A-,2,2,2,0,0
2024-02-14,Kolkata,B+,8,2,2,0,0
2024-02-14,Kolkata,B-,1,2,2,0,0
2024-02-14,Kolkata,AB+,4,2,2,0,0
2024-02-14,Kolkata,AB-,0,2,2,0,0
2024-02-15,Delhi,O+,18,3,2,0,0
2024-02-15,Delhi,O-,0,3,2,0,0
2024-02-15,Delhi,A+,10,3,2,0,0
2024-02-15,Delhi,A-,0,3,2,0,0
2024-02-15,Delhi,B+,21,3,2,0,0
2024-02-15,Delhi,B-,3,3,2,0,0
2024-02-15,Delhi,AB+,2,3,2,0,0
2024-02-15,Delhi,AB-,2,3,2,0,0
2024-02-15,Mumbai,O+,21,3,2,0,0
2024-02-15,Mumbai,O-,1,3,2,0,0
2024-02-15,Mumbai,A+,12,3,2,0,0
2024-02-15,Mumbai,A-,3,3,2,0,0
2024-02-15,Mumbai,B+,18,3,2,0,0
2024-02-15,Mumbai,B-,0,3,2,0,0
2024-02-15,Mumbai,AB+,5,3,2,0,0
2024-02-15,Mumbai,AB-,0,3,2,0,0
2024-02-15,Bangalore,O+,15,3,2,0,0
2024-02-15,Bangalore,O-,3,3,2,0,0
2024-02-15,Bangalore,A+,7,3,2,0,0
2024-02-15,Bangalore,A-,2,3,2,0,0
2024-02-15,Bangalore,B+,23,3,2,0,0
2024-02-15,Bangalore,B-,1,3,2,0,0
2024-02-15,Bangalore,AB+,2,3,2,0,0
2024-02-15,Bangalore,AB-,0,3,2,0,0
2024-02-15,Chennai,O+,19,3,2,0,0
2024-02-15,Chennai,O-,2,3,2,0,0
2024-02-15,Chennai,A+,12,3,2,0,0
2024-02-15,Chennai,A-,0,3,2,0,0
2024-02-15,Chennai,B+,13,3,2,0,0
2024-02-15,Chennai,B-,3,3,2,0,0
2024-02-15,Chennai,AB+,6,3,2,0,0
2024-02-15,Chennai,AB-,1,3,2,0,0
2024-02-15,Kolkata,O+,13,3,2,0,0
2024-02-15,Kolkata,O-,1,3,2,0,0
2024-02-15,Kolkata,A+,12,3,2,0,0
2024-02-15,Kolkata,A-,0,3,2,0,0
2024-02-15,Kolkata,B+,16,3,2,0,0
2024-02-15,Kolkata,B-,0,3,2,0,0
2024-02-15,Kolkata,AB+,4,3,2,0,0
2024-02-15,Kolkata,AB-,0,3,2,0,0
2024-02-16,Delhi,O+,15,4,2,0,0
2024-02-16,Delhi,O-,1,4,2,0,0
2024-02-16,Delhi,A+,10,4,2,0,0
2024-02-16,Delhi,A-,0,4,2,0,0
2024-02-16,Delhi,B+,20,4,2,0,0
2024-02-16,Delhi,B-,1,4,2,0,0
2024-02-16,Delhi,AB+,7,4,2,0,0
2024-02-16,Delhi,AB-,0,4,2,0,0
2024-02-16,Mumbai,O+,24,4,2,0,0
2024-02-16,Mumbai,O-,3,4,2,0,0
2024-02-16,Mumbai,A+,13,4,2,0,0
2024-02-16,Mumbai,A-,1,4,2,0,0
2024-02-16,Mumbai,B+,11,4,2,0,0
2024-02-16,Mumbai,B-,1,4,2,0,0
2024-02-16,Mumbai,AB+,3,4,2,0,0
2024-02-16,Mumbai,AB-,1,4,2,0,0
2024-02-16,Bangalore,O+,18,4,2,0,0
2024-02-16,Bangalore,O-,5,4,2,0,0
2024-02-16,Bangalore,A+,17,4,2,0,0
2024-02-16,Bangalore,A-,3,4,2,0,0
2024-02-16,Bangalore,B+,10,4,2,0,0
2024-02-16,Bangalore,B-,2,4,2,0,0
2024-02-16,Bangalore,AB+,3,4,2,0,0
2024-02-16,Bangalore,AB-,0,4,2,0,0
2024-02-16,Chennai,O+,12,4,2,0,0
2024-02-16,Chennai,O-,4,4,2,0,0
2024-02-16,Chennai,A+,8,4,2,0,0
2024-02-16,Chennai,A-,1,4,2,0,0
2024-02-16,Chennai,B+,14,4,2,0,0
2024-02-16,Chennai,B-,2,4,2,0,0
2024-02-16,Chennai,AB+,4,4,2,0,0
2024-02-16,Chennai,AB-,1,4,2,0,0
2024-02-16,Kolkata,O+,14,4,2,0,0
2024-02-16,Kolkata,O-,0,4,2,0,0
2024-02-16,Kolkata,A+,9,4,2,0,0
2024-02-16,Kolkata,A-,0,4,2,0,0
2024-02-16,Kolkata,B+,6,4,2,0,0
2024-02-16,Kolkata,B-,0,4,2,0,0
2024-02-16,Kolkata,AB+,1,4,2,0,0
2024-02-16,Kolkata,AB-,1,4,2,0,0
2024-02-17,Delhi,O+,17,5,2,1,0
2024-02-17,Delhi,O-,2,5,2,1,0
2024-02-17,Delhi,A+,7,5,2,1,0
2024-02-17,Delhi,A-,0,5,2,1,0
2024-02-17,Delhi,B+,10,5,2,1,0
2024-02-17,Delhi,B-,0,5,2,1,0
2024-02-17,Delhi,AB+,3,5,2,1,0
2024-02-17,Delhi,AB-,0,5,2,1,0
2024-02-17,Mumbai,O+,13,5,2,1,0
2024-02-17,Mumbai,O-,3,5,2,1,0
2024-02-17,Mumbai,A+,11,5,2,1,0
2024-02-17,Mumbai,A-,0,5,2,1,0
2024-02-17,Mumbai,B+,14,5,2,1,0
2024-02-17,Mumbai,B-,1,5,2,1,0
2024-02-17,Mumbai,AB+,0,5,2,1,0
2024-02-17,Mumbai,AB-,1,5,2,1,0
2024-02-17,Bangalore,O+,14,5,2,1,0
2024-02-17,Bangalore,O-,1,5,2,1,0
2024-02-17,Bangalore,A+,6,5,2,1,0
2024-02-17,Bangalore,A-,0,5,2,1,0
2024-02-17,Bangalore,B+,11,5,2,1,0
2024-02-17,Bangalore,B-,1,5,2,1,0
2024-02-17,Bangalore,AB+,1,5,2,1,0
2024-02-17,Bangalore,AB-,0,5,2,1,0
2024-02-17,Chennai,O+,10,5,2,1,0
2024-02-17,Chennai,O-,1,5,2,1,0
2024-02-17,Chennai,A+,8,5,2,1,0
2024-02-17,Chennai,A-,1,5,2,1,0
2024-02-17,Chennai,B+,7,5,2,1,0
2024-02-17,Chennai,B-,2,5,2,1,0
2024-02-17,Chennai,AB+,0,5,2,1,0
2024-02-17,Chennai,AB-,0,5,2,1,0
2024-02-17,Kolkata,O+,10,5,2,1,0
2024-02-17,Kolkata,O-,1,5,2,1,0
2024-02-17,Kolkata,A+,6,5,2,1,0
2024-02-17,Kolkata,A-,0,5,2,1,0
2024-02-17,Kolkata,B+,8,5,2,1,0
2024-02-17,Kolkata,B-,0,5,2,1,0
2024-02-17,Kolkata,AB+,0,5,2,1,0
2024-02-17,Kolkata,AB-,2,5,2,1,0
2024-02-18,Delhi,O+,11,6,2,1,0
2024-02-18,Delhi,O-,1,6,2,1,0
2024-02-18,Delhi,A+,7,6,2,1,0
2024-02-18,Delhi,A-,2,6,2,1,0
2024-02-18,Delhi,B+,12,6,2,1,0
2024-02-18,Delhi,B-,1,6,2,1,0
2024-02-18,Delhi,AB+,3,6,2,1,0
2024-02-18,Delhi,AB-,0,6,2,1,0
2024-02-18,Mumbai,O+,8,6,2,1,0
2024-02-18,Mumbai,O-,2,6,2,1,0
2024-02-18,Mumbai,A+,8,6,2,1,0
2024-02-18,Mumbai,A-,2,6,2,1,0
2024-02-18,Mumbai,B+,11,6,2,1,0
2024-02-18,Mumbai,B-,0,6,2,1,0
2024-02-18,Mumbai,AB+,5,6,2,1,0
2024-02-18,Mumbai,AB-,0,6,2,1,0
2024-02-18,Bangalore,O+,8,6,2,1,0
2024-02-18,Bangalore,O-,2,6,2,1,0
2024-02-18,Bangalore,A+,5,6,2,1,0
2024-02-18,Bangalore,A-,0,6,2,1,0
2024-02-18,Bangalore,B+,9,6,2,1,0
2024-02-18,Bangalore,B-,1,6,2,1,0
2024-02-18,Bangalore,AB+,0,6,2,1,0
2024-02-18,Bangalore,AB-,1,6,2,1,0
2024-02-18,Chennai,O+,5,6,2,1,0
2024-02-18,Chennai,O-,3,6,2,1,0
2024-02-18,Chennai,A+,2,6,2,1,0
2024-02-18,Chennai,A-,0,6,2,1,0
2024-02-18,Chennai,B+,7,6,2,1,0
2024-02-18,Chennai,B-,1,6,2,1,0
2024-02-18,Chennai,AB+,3,6,2,1,0
2024-02-18,Chennai,AB-,2,6,2,1,0
2024-02-18,Kolkata,O+,8,6,2,1,0
2024-02-18,Kolkata,O-,1,6,2,1,0
2024-02-18,Kolkata,A+,5,6,2,1,0
2024-02-18,Kolkata,A-,0,6,2,1,0
2024-02-18,Kolkata,B+,4,6,2,1,0
2024-02-18,Kolkata,B-,0,6,2,1,0
2024-02-18,Kolkata,AB+,2,6,2,1,0
2024-02-18,Kolkata,AB-,0,6,2,1,0
2024-02-19,Delhi,O+,19,0,2,0,0
2024-02-19,Delhi,O-,4,0,2,0,0
2024-02-19,Delhi,A+,8,0,2,0,0
2024-02-19,Delhi,A-,1,0,2,0,0
2024-02-19,Delhi,B+,17,0,2,0,0
2024-02-19,Delhi,B-,2,0,2,0,0
2024-02-19,Delhi,AB+,6,0,2,0,0
2024-02-19,Delhi,AB-,0,0,2,0,0
2024-02-19,Mumbai,O+,28,0,2,0,0
2024-02-19,Mumbai,O-,5,0,2,0,0
2024-02-19,Mumbai,A+,14,0,2,0,0
2024-02-19,Mumbai,A-,2,0,2,0,0
2024-02-19,Mumbai,B+,21,0,2,0,0
2024-02-19,Mumbai,B-,0,0,2,0,0
2024-02-19,Mumbai,AB+,5,0,2,0,0
2024-02-19,Mumbai,AB-,1,0,2,0,0
2024-02-19,Bangalore,O+,22,0,2,0,0
2024-02-19,Bangalore,O-,2,0,2,0,0
2024-02-19,Bangalore,A+,12,0,2,0,0
2024-02-19,Bangalore,A-,2,0,2,0,0
2024-02-19,Bangalore,B+,24,0,2,0,0
2024-02-19,Bangalore,B-,0,0,2,0,0
2024-02-19,Bangalore,AB+,5,0,2,0,0
2024-02-19,Bangalore,AB-,0,0,2,0,0
2024-02-19,Chennai,O+,19,0,2,0,0
2024-02-19,Chennai,O-,4,0,2,0,0
2024-02-19,Chennai,A+,17,0,2,0,0
2024-02-19,Chennai,A-,0,0,2,0,0
2024-02-19,Chennai,B+,17,0,2,0,0
2024-02-19,Chennai,B-,0,0,2,0,0
2024-02-19,Chennai,AB+,2,0,2,0,0
2024-02-19,Chennai,AB-,0,0,2,0,0
2024-02-19,Kolkata,O+,15,0,2,0,0
2024-02-19,Kolkata,O-,2,0,2,0,0
2024-02-19,Kolkata,A+,14,0,2,0,0
2024-02-19,Kolkata,A-,0,0,2,0,0
2024-02-19,Kolkata,B+,18,0,2,0,0
2024-02-19,Kolkata,B-,0,0,2,0,0
2024-02-19,Kolkata,AB+,4,0,2,0,0
2024-02-19,Kolkata,AB-,1,0,2,0,0
2024-02-20,Delhi,O+,21,1,2,0,0
2024-02-20,Delhi,O-,2,1,2,0,0
2024-02-20,Delhi,A+,7,1,2,0,0
2024-02-20,Delhi,A-,1,1,2,0,0
2024-02-20,Delhi,B+,10,1,2,0,0
2024-02-20,Delhi,B-,3,1,2,0,0
2024-02-20,Delhi,AB+,0,1,2,0,0
2024-02-20,Delhi,AB-,0,1,2,0,0
2024-02-20,Mumbai,O+,24,1,2,0,0
2024-02-20,Mumbai,O-,4,1,2,0,0
2024-02-20,Mumbai,A+,6,1,2,0,0
2024-02-20,Mumbai,A-,1,1,2,0,0
2024-02-20,Mumbai,B+,14,1,2,0,0
2024-02-20,Mumbai,B-,3,1,2,0,0
2024-02-20,Mumbai,AB+,1,1,2,0,0
2024-02-20,Mumbai,AB-,0,1,2,0,0
2024-02-20,Bangalore,O+,16,1,2,0,0
2024-02-20,Bangalore,O-,4,1,2,0,0
2024-02-20,Bangalore,A+,6,1,2,0,0
2024-02-20,Bangalore,A-,2,1,2,0,0
2024-02-20,Bangalore,B+,15,1,2,0,0
2024-02-20,Bangalore,B-,1,1,2,0,0
2024-02-20,Bangalore,AB+,4,1,2,0,0
2024-02-20,Bangalore,AB-,3,1,2,0,0
2024-02-20,Chennai,O+,15,1,2,0,0
2024-02-20,Chennai,O-,0,1,2,0,0
2024-02-20,Chennai,A+,8,1,2,0,0
2024-02-20,Chennai,A-,0,1,2,0,0
2024-02-20,Chennai,B+,8,1,2,0,0
2024-02-20,Chennai,B-,0,1,2,0,0
2024-02-20,Chennai,AB+,2,1,2,0,0
2024-02-20,Chennai,AB-,2,1,2,0,0
2024-02-20,Kolkata,O+,18,1,2,0,0
2024-02-20,Kolkata,O-,1,1,2,0,0
2024-02-20,Kolkata,A+,3,1,2,0,0
2024-02-20,Kolkata,A-,0,1,2,0,0
2024-02-20,Kolkata,B+,12,1,2,0,0
2024-02-20,Kolkata,B-,2,1,2,0,0
2024-02-20,Kolkata,AB+,4,1,2,0,0
2024-02-20,Kolkata,AB-,1,1,2,0,0
2024-02-21,Delhi,O+,13,2,2,0,0
2024-02-21,Delhi,O-,7,2,2,0,0
2024-02-21,Delhi,A+,3,2,2,0,0
2024-02-21,Delhi,A-,0,2,2,0,0
2024-02-21,Delhi,B+,11,2,2,0,0
2024-02-21,Delhi,B-,2,2,2,0,0
2024-02-21,Delhi,AB+,5,2,2,0,0
2024-02-21,Delhi,AB-,1,2,2,0,0
2024-02-21,Mumbai,O+,19,2,2,0,0
2024-02-21,Mumbai,O-,1,2,2,0,0
2024-02-21,Mumbai,A+,16,2,2,0,0
2024-02-21,Mumbai,A-,0,2,2,0,0
2024-02-21,Mumbai,B+,18,2,2,0,0
2024-02-21,Mumbai,B-,1,2,2,0,0
2024-02-21,Mumbai,AB+,8,2,2,0,0
2024-02-21,Mumbai,AB-,0,2,2,0,0
2024-02-21,Bangalore,O+,26,2,2,0,0
2024-02-21,Bangalore,O-,2,2,2,0,0
2024-02-21,Bangalore,A+,9,2,2,0,0
2024-02-21,Bangalore,A-,1,2,2,0,0
2024-02-21,Bangalore,B+,14,2,2,0,0
2024-02-21,Bangalore,B-,0,2,2,0,0
2024-02-21,Bangalore,AB+,2,2,2,0,0
2024-02-21,Bangalore,AB-,0,2,2,0,0
2024-02-21,Chennai,O+,17,2,2,0,0
2024-02-21,Chennai,O-,1,2,2,0,0
2024-02-21,Chennai,A+,7,2,2,0,0
2024-02-21,Chennai,A-,1,2,2,0,0
2024-02-21,Chennai,B+,14,2,2,0,0
2024-02-21,Chennai,B-,1,2,2,0,0
2024-02-21,Chennai,AB+,2,2,2,0,0
2024-02-21,Chennai,AB-,0,2,2,0,0
2024-02-21,Kolkata,O+,11,2,2,0,0
2024-02-21,Kolkata,O-,1,2,2,0,0
2024-02-21,Kolkata,A+,12,2,2,0,0
2024-02-21,Kolkata,A-,2,2,2,0,0
2024-02-21,Kolkata,B+,5,2,2,0,0
2024-02-21,Kolkata,B-,0,2,2,0,0
2024-02-21,Kolkata,AB+,3,2,2,0,0
2024-02-21,Kolkata,AB-,0,2,2,0,0
2024-02-22,Delhi,O+,23,3,2,0,0
2024-02-22,Delhi,O-,1,3,2,0,0
2024-02-22,Delhi,A+,16,3,2,0,0
2024-02-22,Delhi,A-,3,3,2,0,0
2024-02-22,Delhi,B+,22,3,2,0,0
2024-02-22,Delhi,B-,4,3,2,0,0
2024-02-22,Delhi,AB+,2,3,2,0,0
2024-02-22,Delhi,AB-,1,3,2,0,0
2024-02-22,Mumbai,O+,18,3,2,0,0
2024-02-22,Mumbai,O-,1,3,2,0,0
2024-02-22,Mumbai,A+,13,3,2,0,0
2024-02-22,Mumbai,A-,0,3,2,0,0
2024-02-22,Mumbai,B+,10,3,2,0,0
2024-02-22,Mumbai,B-,2,3,2,0,0
2024-02-22,Mumbai,AB+,5,3,2,0,0
2024-02-22,Mumbai,AB-,1,3,2,0,0
2024-02-22,Bangalore,O+,14,3,2,0,0
2024-02-22,Bangalore,O-,2,3,2,0,0
2024-02-22,Bangalore,A+,12,3,2,0,0
2024-02-22,Bangalore,A-,3,3,2,0,0
2024-02-22,Bangalore,B+,13,3,2,0,0
2024-02-22,Bangalore,B-,0,3,2,0,0
2024-02-22,Bangalore,AB+,4,3,2,0,0
2024-02-22,Bangalore,AB-,0,3,2,0,0
2024-02-22,Chennai,O+,16,3,2,0,0
